description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;195,127,215,223;2;;90;114.6;455.5;88.89;4.5;8.55
;;;;232,128,252,223;2;;270;122.4;455.55;90.52;4.45;8.62
;;;;254,128,274,151;2;;270;122.4;452.17;71.55;1.08;8.62
;;;;276,128,296,151;2;;270;122.4;452.17;52.59;1.08;8.62
;;;;298,128,317,151;2;;270;122.4;452.17;34.05;1.08;8.19
;;;;254,200,274,223;2;;270;122.4;458.92;71.55;1.08;8.62
;;;;276,200,296,223;2;;270;122.4;458.92;52.59;1.08;8.62
;;;;298,200,317,223;2;;270;122.4;458.92;34.05;1.08;8.19
;;;;103,127,193,150;0;;90;114.6;452.08;40.17;1.08;38.46
;;;;319,128,322,151;0;;270;122.4;452.17;22.84;1.08;1.29
;;;;324,128,344,151;0;;270;122.4;452.17;11.21;1.08;8.62
;;;;103,200,193,223;0;;90;114.6;458.92;40.17;1.08;38.46
;;;;319,200,322,223;0;;270;122.4;458.92;22.84;1.08;1.29
;;;;324,200,344,223;0;;270;122.4;458.92;11.21;1.08;8.62
