description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;61,136,87,177;2;;270;173.19;76.64;83.19;5.64;10.92
;;;;89,136,117,177;2;;270;173.19;76.64;58.82;5.64;11.76
;;;;119,136,146,177;2;;270;173.19;76.64;34.03;5.64;11.34
;;;;61,178,87,216;2;;270;173.19;87.78;83.19;5.23;10.92
;;;;89,178,117,216;2;;270;173.19;87.78;58.82;5.23;11.76
;;;;119,196,146,216;2;;270;173.19;90.25;34.03;2.75;11.34
;;;;172,20,286,23;0;;0;183.9;71.28;97.06;10.9;1.26
;;;;172,24,286,113;0;;0;183.9;71.28;57.56;10.9;37.39
;;;;172,114,286,117;0;;0;183.9;71.28;18.07;10.9;1.26
;;;;172,118,286,135;0;;0;183.9;71.28;8.82;10.9;7.14
;;;;56,136,59,216;0;;270;173.19;82;97.06;11;1.26
;;;;148,136,150,216;0;;270;173.19;82;20.17;11;0.84
;;;;152,136,170,216;0;;270;173.19;82;10.08;11;7.56
;;;;288,136,304,161;0;;90;194.81;74.44;8.4;3.44;6.72
;;;;306,136,309,161;0;;90;194.81;74.44;18.07;3.44;1.26
;;;;311,136,397,216;0;;90;194.81;82;57.14;11;36.13
;;;;399,136,402,216;0;;90;194.81;82;96.22;11;1.26
;;;;119,178,146,195;0;;270;173.19;84.89;34.03;2.34;11.34
;;;;288,191,304,216;0;;90;194.81;89.56;8.4;3.44;6.72
;;;;306,191,309,216;0;;90;194.81;89.56;18.07;3.44;1.26
;;;;172,217,286,232;0;;180;183.9;92.73;8.12;10.9;6.41
;;;;172,233,286,236;0;;180;183.9;92.73;16.67;10.9;1.28
;;;;172,237,286,326;0;;180;183.9;92.73;56.84;10.9;38.03
;;;;172,327,286,330;0;;180;183.9;92.73;97.01;10.9;1.28
