description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;169,62,283,91;2;;0;212.39;71;55.22;12.39;12.61
;;;;169,92,283,119;2;;0;212.39;71;30;12.39;11.74
;;;;79,140,112,174;2;;270;200.22;74.7;57.31;3.7;12.69
;;;;114,140,144,174;2;;270;200.22;74.7;31.54;3.7;11.54
;;;;306,140,333,241;2;;90;224.78;82;30.93;11;11.44
;;;;335,140,363,241;2;;90;224.78;82;55.93;11;11.86
;;;;79,206,112,241;2;;270;200.22;89.19;57.31;3.81;12.69
;;;;114,206,144,241;2;;270;200.22;89.19;31.54;3.81;11.54
;;;;169,265,202,307;2;;180;203.59;92.78;33.82;3.59;15.44
;;;;263,265,283,340;2;;180;222.61;92.78;45.96;2.17;27.57
;;;;169,308,202,340;2;;180;203.59;92.78;61.76;3.59;11.76
;;;;204,324,232,340;2;;180;210.65;92.78;67.65;3.04;5.88
;;;;234,324,261,340;2;;180;217.07;92.78;67.65;2.93;5.88
;;;;169,27,283,30;0;;0;212.39;71;96.96;12.39;1.3
;;;;169,31,283,47;0;;0;212.39;71;87.83;12.39;6.96
;;;;169,48,283,61;0;;0;212.39;71;74.35;12.39;5.65
;;;;169,120,283,123;0;;0;212.39;71;16.09;12.39;1.3
;;;;169,124,283,139;0;;0;212.39;71;7.39;12.39;6.52
;;;;42,140,45,241;0;;270;200.22;82;97.31;11;1.15
;;;;47,140,59,241;0;;270;200.22;82;90;11;4.62
;;;;61,140,77,241;0;;270;200.22;82;77.69;11;6.15
;;;;146,140,149,174;0;;270;200.22;74.7;17.31;3.7;1.15
;;;;151,140,167,174;0;;270;200.22;74.7;8.46;3.7;6.15
;;;;285,140,300,241;0;;90;224.78;82;8.05;11;6.36
;;;;302,140,304,241;0;;90;224.78;82;16.95;11;0.85
;;;;365,140,379,241;0;;90;224.78;82;75.42;11;5.93
;;;;381,140,394,241;0;;90;224.78;82;88.56;11;5.51
;;;;396,140,398,241;0;;90;224.78;82;96.61;11;0.85
;;;;79,175,112,205;0;;270;200.22;81.89;57.31;3.27;12.69
;;;;146,206,149,241;0;;270;200.22;89.19;17.31;3.81;1.15
;;;;151,206,167,241;0;;270;200.22;89.19;8.46;3.81;6.15
;;;;169,242,202,259;0;;180;203.59;92.78;7.72;3.59;6.25
;;;;204,242,214,323;0;;180;208.7;92.78;31.25;1.09;29.78
;;;;253,242,261,323;0;;180;219.13;92.78;31.25;0.87;29.78
;;;;263,242,283,259;0;;180;222.61;92.78;7.72;2.17;6.25
;;;;169,260,202,264;0;;180;203.59;92.78;16.18;3.59;1.47
;;;;263,260,283,264;0;;180;222.61;92.78;16.18;2.17;1.47
;;;;169,341,283,357;0;;180;212.39;92.78;80.15;12.39;5.88
;;;;169,358,283,369;0;;180;212.39;92.78;90.81;12.39;4.04
;;;;169,370,283,374;0;;180;212.39;92.78;97.06;12.39;1.47
;;;;176,405,275,409;0;;0;216.41;101.62;96.85;9.41;1.57
;;;;176,410,275,425;0;;0;216.41;101.62;88.58;9.41;5.91
;;;;176,426,275,453;0;;0;216.41;101.62;71.26;9.41;10.63
;;;;176,453,185,503;0;;0;207.86;101.62;40.94;0.86;19.69
;;;;187,453,196,503;0;;0;209.95;101.62;40.94;0.86;19.69
;;;;255,453,264,503;0;;0;222.87;101.62;40.94;0.86;19.69
;;;;266,453,275,503;0;;0;224.96;101.62;40.94;0.86;19.69
;;;;175,504,196,508;0;;0;208.81;101.62;18.9;2;1.57
;;;;255,504,275,508;0;;0;223.91;101.62;18.9;1.9;1.57
;;;;176,509,196,529;0;;0;208.9;101.62;8.66;1.9;7.87
;;;;255,509,275,529;0;;0;223.91;101.62;8.66;1.9;7.87
