description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;133,28,171,54;2;;180;226.45;113;29.63;5.45;12.04
;;;;173,28,210,54;2;;180;237.77;113;29.63;5.3;12.04
;;;;212,28,249,54;2;;180;248.95;113;29.63;5.3;12.04
;;;;251,28,289,54;2;;180;260.27;113;29.63;5.45;12.04
;;;;133,55,171,82;2;;180;226.45;113;55.09;5.45;12.5
;;;;173,55,210,82;2;;180;237.77;113;55.09;5.3;12.5
;;;;212,55,249,82;2;;180;248.95;113;55.09;5.3;12.5
;;;;251,55,289,82;2;;180;260.27;113;55.09;5.45;12.5
;;;;133,83,171,111;2;;180;226.45;113;81.48;5.45;12.96
;;;;173,83,210,111;2;;180;237.77;113;81.48;5.3;12.96
;;;;212,83,249,111;2;;180;248.95;113;81.48;5.3;12.96
;;;;251,83,289,111;2;;180;260.27;113;81.48;5.45;12.96
;;;;44,117,68,147;2;;90;221;118.63;29.36;5.63;11.01
;;;;70,117,97,147;2;;90;221;118.63;54.59;5.63;12.39
;;;;99,117,126,147;2;;90;221;118.63;81.19;5.63;12.39
;;;;296,117,323,147;2;;270;266;118.63;82.11;5.63;12.39
;;;;325,117,352,147;2;;270;266;118.63;55.5;5.63;12.39
;;;;354,117,378,147;2;;270;266;118.63;30.28;5.63;11.01
;;;;44,148,68,177;2;;90;221;130.06;29.36;5.44;11.01
;;;;70,148,97,177;2;;90;221;130.06;54.59;5.44;12.39
;;;;99,148,126,177;2;;90;221;130.06;81.19;5.44;12.39
;;;;296,148,323,177;2;;270;266;130.06;82.11;5.44;12.39
;;;;325,148,352,177;2;;270;266;130.06;55.5;5.44;12.39
;;;;354,148,378,177;2;;270;266;130.06;30.28;5.44;11.01
;;;;44,178,68,206;2;;90;221;141.13;29.36;5.25;11.01
;;;;70,178,97,206;2;;90;221;141.13;54.59;5.25;12.39
;;;;99,178,126,206;2;;90;221;141.13;81.19;5.25;12.39
;;;;296,178,323,206;2;;270;266;141.13;82.11;5.25;12.39
;;;;325,178,352,206;2;;270;266;141.13;55.5;5.25;12.39
;;;;354,178,378,206;2;;270;266;141.13;30.28;5.25;11.01
;;;;44,207,68,236;2;;90;221;152.19;29.36;5.44;11.01
;;;;70,207,97,236;2;;90;221;152.19;54.59;5.44;12.39
;;;;99,207,126,236;2;;90;221;152.19;81.19;5.44;12.39
;;;;296,207,323,236;2;;270;266;152.19;82.11;5.44;12.39
;;;;325,207,352,236;2;;270;266;152.19;55.5;5.44;12.39
;;;;354,207,378,236;2;;270;266;152.19;30.28;5.44;11.01
;;;;44,237,68,266;2;;90;221;163.44;29.36;5.44;11.01
;;;;70,237,97,266;2;;90;221;163.44;54.59;5.44;12.39
;;;;99,237,126,266;2;;90;221;163.44;81.19;5.44;12.39
;;;;296,237,323,266;2;;270;266;163.44;82.11;5.44;12.39
;;;;325,237,352,266;2;;270;266;163.44;55.5;5.44;12.39
;;;;354,237,378,266;2;;270;266;163.44;30.28;5.44;11.01
;;;;44,267,68,295;2;;90;221;174.5;29.36;5.25;11.01
;;;;70,267,97,295;2;;90;221;174.5;54.59;5.25;12.39
;;;;99,267,126,295;2;;90;221;174.5;81.19;5.25;12.39
;;;;296,267,323,295;2;;270;266;174.5;82.11;5.25;12.39
;;;;325,267,352,295;2;;270;266;174.5;55.5;5.25;12.39
;;;;354,267,378,295;2;;270;266;174.5;30.28;5.25;11.01
;;;;44,296,68,323;2;;90;221;185.19;29.36;5.06;11.01
;;;;70,296,97,323;2;;90;221;185.19;54.59;5.06;12.39
;;;;99,296,126,323;2;;90;221;185.19;81.19;5.06;12.39
;;;;296,296,323,323;2;;270;266;185.19;82.11;5.06;12.39
;;;;325,296,352,323;2;;270;266;185.19;55.5;5.06;12.39
;;;;354,296,378,323;2;;270;266;185.19;30.28;5.06;11.01
;;;;133,11,289,23;0;;180;243.36;113;7.41;22.36;5.56
;;;;133,24,289,27;0;;180;243.36;113;15.28;22.36;1.39
;;;;133,112,289,116;0;;180;243.36;113;97.22;22.36;1.85
;;;;26,117,37,323;0;;90;221;151.63;6.88;38.63;5.05
;;;;39,117,42,323;0;;90;221;151.63;15.14;38.63;1.38
;;;;128,117,131,323;0;;90;221;151.63;96.79;38.63;1.38
;;;;291,117,294,323;0;;270;266;151.63;97.71;38.63;1.38
;;;;380,117,383,323;0;;270;266;151.63;16.06;38.63;1.38
;;;;385,117,396,323;0;;270;266;151.63;7.8;38.63;5.05
