description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;202,69,288,112;2;;0;216.67;101;82.26;8.67;13.87
;;;;290,69,345,112;2;;0;231.3;101;82.26;5.55;13.87
;;;;347,69,373,112;2;;0;239.87;101;82.26;2.62;13.87
;;;;375,69,403,112;2;;0;245.72;101;82.26;2.82;13.87
;;;;405,69,469,112;2;;0;255.41;101;82.26;6.46;13.87
;;;;471,69,548,112;2;;0;270.03;101;82.26;7.77;13.87
;;;;290,113,345,154;2;;0;231.3;101;54.52;5.55;13.23
;;;;405,113,469,155;2;;0;255.41;101;54.19;6.46;13.55
;;;;290,155,345,196;2;;0;231.3;101;27.42;5.55;13.23
;;;;405,156,469,196;2;;0;255.41;101;27.1;6.46;12.9
;;;;347,163,359,196;2;;0;238.46;101;24.84;1.21;10.65
;;;;390,163,403,196;2;;0;247.24;101;24.84;1.31;10.65
;;;;56,218,97,305;2;;270;208;109.56;82.57;8.56;13.49
;;;;569,218,609,241;2;;90;278;103.26;25.64;2.26;12.82
;;;;611,218,652,241;2;;90;278;103.26;52.88;2.26;13.14
;;;;654,218,697,327;2;;90;278;111.72;81.09;10.72;13.78
;;;;56,306,97,418;2;;270;208;129.33;82.57;11.02;13.49
;;;;99,306,141,418;2;;270;208;129.33;53.95;11.02;13.82
;;;;143,306,182,418;2;;270;208;129.33;25.99;11.02;12.83
;;;;569,328,610,398;2;;90;278;129.53;25.96;6.89;13.14
;;;;612,328,652,398;2;;90;278;129.53;53.21;6.89;12.82
;;;;654,328,697,398;2;;90;278;129.53;81.09;6.89;13.78
;;;;654,399,697,471;2;;90;278;143.7;81.09;7.08;13.78
;;;;56,419,97,505;2;;270;208;149.01;82.57;8.46;13.49
;;;;569,472,609,650;2;;90;278;168.49;25.64;17.51;12.82
;;;;611,472,652,650;2;;90;278;168.49;52.88;17.51;13.14
;;;;654,472,697,650;2;;90;278;168.49;81.09;17.51;13.78
;;;;56,506,97,592;2;;270;208;166.13;82.57;8.46;13.49
;;;;99,506,140,592;2;;270;208;166.13;54.28;8.46;13.49
;;;;56,593,97,650;2;;270;208;180.39;82.57;5.61;13.49
;;;;200,712,259,753;2;;180;213.55;186;55;5.95;13.67
;;;;489,712,548,753;2;;180;271.85;186;55;5.95;13.67
;;;;200,754,259,795;2;;180;213.55;186;83;5.95;13.67
;;;;489,754,548,795;2;;180;271.85;186;83;5.95;13.67
;;;;202,65,548,68;0;;0;242.9;101;97.74;34.9;0.97
;;;;202,113,288,125;0;;0;216.67;101;63.87;8.67;3.87
;;;;347,113,403,125;0;;0;242.9;101;63.87;5.65;3.87
;;;;471,113,548,126;0;;0;270.03;101;63.55;7.77;4.19
;;;;202,126,288,161;0;;0;216.67;101;48.06;8.67;11.29
;;;;347,126,403,162;0;;0;242.9;101;47.74;5.65;11.61
;;;;471,127,548,163;0;;0;270.03;101;47.1;7.77;11.61
;;;;202,162,211,217;0;;0;208.91;101;18.39;0.91;17.74
;;;;213,162,220,217;0;;0;210.93;101;18.39;0.71;17.74
;;;;270,162,279,217;0;;0;222.63;101;18.39;0.91;17.74
;;;;281,162,288,217;0;;0;224.64;101;18.39;0.71;17.74
;;;;471,164,482,217;0;;0;263.37;101;17.74;1.11;17.1
;;;;484,164,491,217;0;;0;265.59;101;17.74;0.71;17.1
;;;;533,164,540,217;0;;0;275.48;101;17.74;0.71;17.1
;;;;542,164,548,217;0;;0;277.19;101;17.74;0.61;17.1
;;;;290,197,345,201;0;;0;231.3;101;12.26;5.55;1.29
;;;;347,197,359,201;0;;0;238.46;101;12.26;1.21;1.29
;;;;390,197,403,201;0;;0;247.24;101;12.26;1.31;1.29
;;;;405,197,469,201;0;;0;255.41;101;12.26;6.46;1.29
;;;;290,202,345,217;0;;0;231.3;101;5.48;5.55;4.84
;;;;347,202,359,217;0;;0;238.46;101;5.48;1.21;4.84
;;;;390,202,403,217;0;;0;247.24;101;5.48;1.31;4.84
;;;;405,202,469,217;0;;0;255.41;101;5.48;6.46;4.84
;;;;52,218,54,650;0;;270;208;143.5;98.03;42.5;0.66
;;;;99,218,114,305;0;;270;208;109.56;62.83;8.56;4.93
;;;;116,218,146,305;0;;270;208;109.56;46.71;8.56;9.87
;;;;148,218,200,229;0;;270;208;102.08;18.42;1.08;17.11
;;;;550,218,562,241;0;;90;278;103.26;4.49;2.26;3.85
;;;;564,218,567,241;0;;90;278;103.26;10.58;2.26;0.96
;;;;699,218,702,650;0;;90;278;143.5;97.12;42.5;0.96
;;;;148,230,200,240;0;;270;208;104.34;18.42;0.98;17.11
;;;;550,242,604,251;0;;90;278;106.61;17.95;0.89;17.31
;;;;606,242,636,327;0;;90;278;114.08;46.15;8.36;9.62
;;;;638,242,652,327;0;;90;278;114.08;61.54;8.36;4.49
;;;;550,252,604,258;0;;90;278;108.28;17.95;0.59;17.31
;;;;148,283,199,294;0;;270;208;114.87;18.75;1.08;16.78
;;;;148,295,199,305;0;;270;208;117.13;18.75;0.98;16.78
;;;;184,306,187,418;0;;270;208;129.33;10.86;11.02;0.99
;;;;189,306,199,418;0;;270;208;129.33;5.26;11.02;3.29
;;;;550,313,604,319;0;;90;278;120.28;17.95;0.59;17.31
;;;;550,320,604,327;0;;90;278;121.76;17.95;0.69;17.31
;;;;550,328,563,398;0;;90;278;129.53;4.81;6.89;4.17
;;;;565,328,567,398;0;;90;278;129.53;10.9;6.89;0.64
;;;;550,399,606,408;0;;90;278;137.5;18.59;0.89;17.95
;;;;608,399,638,471;0;;90;278;143.7;47.44;7.08;9.62
;;;;640,399,652,471;0;;90;278;143.7;62.18;7.08;3.85
;;;;550,409,606,414;0;;90;278;139.07;18.59;0.49;17.95
;;;;99,419,113,505;0;;270;208;149.01;63.16;8.46;4.61
;;;;115,419,145,505;0;;270;208;149.01;47.37;8.46;9.87
;;;;147,419,199,427;0;;270;208;141.34;19.08;0.79;17.11
;;;;147,428,199,437;0;;270;208;143.2;19.08;0.89;17.11
;;;;550,454,606,463;0;;90;278;148.32;18.59;0.89;17.95
;;;;550,464,606,471;0;;90;278;150.09;18.59;0.69;17.95
;;;;550,472,563,650;0;;90;278;168.49;4.81;17.51;4.17
;;;;565,472,567,650;0;;90;278;168.49;10.9;17.51;0.64
;;;;147,486,199,495;0;;270;208;154.62;19.08;0.89;17.11
;;;;147,496,199,505;0;;270;208;156.58;19.08;0.89;17.11
;;;;142,506,182,592;0;;270;208;166.13;26.32;8.46;13.16
;;;;184,506,187,592;0;;270;208;166.13;10.86;8.46;0.99
;;;;189,506,199,592;0;;270;208;166.13;5.26;8.46;3.29
;;;;99,593,112,650;0;;270;208;180.39;63.49;5.61;4.28
;;;;114,593,145,650;0;;270;208;180.39;47.7;5.61;10.2
;;;;147,593,199,600;0;;270;208;175.47;19.08;0.69;17.11
;;;;147,601,199,609;0;;270;208;177.15;19.08;0.79;17.11
;;;;147,643,198,650;0;;270;208;185.31;19.41;0.69;16.78
;;;;200,651,207,711;0;;180;208.3;186;20.67;0.71;20
;;;;247,651,259,711;0;;180;218.29;186;20.67;1.21;20
;;;;489,651,496,711;0;;180;266.6;186;20.67;0.71;20
;;;;536,651,548,711;0;;180;276.59;186;20.67;1.21;20
;;;;200,796,259,799;0;;180;213.55;186;98.33;5.95;1
;;;;489,796,548,799;0;;180;271.85;186;98.33;5.95;1
