description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;176,405,275,409;0;;0;216.41;101.62;96.85;9.41;1.57
;;;;176,410,275,425;0;;0;216.41;101.62;88.58;9.41;5.91
;;;;176,426,275,453;0;;0;216.41;101.62;71.26;9.41;10.63
;;;;176,453,185,503;0;;0;207.86;101.62;40.94;0.86;19.69
;;;;187,453,196,503;0;;0;209.95;101.62;40.94;0.86;19.69
;;;;255,453,264,503;0;;0;222.87;101.62;40.94;0.86;19.69
;;;;266,453,275,503;0;;0;224.96;101.62;40.94;0.86;19.69
;;;;175,504,196,508;0;;0;208.81;101.62;18.9;2;1.57
;;;;255,504,275,508;0;;0;223.91;101.62;18.9;1.9;1.57
;;;;176,509,196,529;0;;0;208.9;101.62;8.66;1.9;7.87
;;;;255,509,275,529;0;;0;223.91;101.62;8.66;1.9;7.87
