description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;143,108,161,133;2;;0;309.08;308.22;82.92;3.08;10.42
;;;;164,108,180,133;2;;0;315.92;308.22;82.92;2.74;10.42
;;;;143,135,161,163;2;;0;309.08;308.22;59.17;3.08;11.67
;;;;164,135,180,163;2;;0;315.92;308.22;59.17;2.74;11.67
;;;;31,219,58,247;2;;270;306.34;311.13;82.23;3.13;11.16
;;;;61,219,88,354;2;;270;306.34;323.08;57.44;15.08;11.16
;;;;91,219,118,292;2;;270;306.34;316.16;32.64;8.16;11.16
;;;;205,219,232,246;2;;90;318.66;311.02;31.82;3.02;11.16
;;;;235,219,262,364;2;;90;318.66;324.2;56.61;16.2;11.16
;;;;265,219,292,246;2;;90;318.66;311.02;81.4;3.02;11.16
;;;;205,248,232,298;2;;90;318.66;320.07;31.82;5.59;11.16
;;;;265,248,292,298;2;;90;318.66;320.07;81.4;5.59;11.16
;;;;31,249,58,302;2;;270;306.34;320.63;82.23;5.92;11.16
;;;;91,294,118,342;2;;270;306.34;330.12;32.64;5.36;11.16
;;;;205,300,232,353;2;;90;318.66;332.02;31.82;5.92;11.16
;;;;265,300,292,353;2;;90;318.66;332.02;81.4;5.92;11.16
;;;;31,304,58,354;2;;270;306.34;332.58;82.23;5.59;11.16
;;;;91,344,118,397;2;;270;306.34;341.85;32.64;5.92;11.16
;;;;205,355,232,398;2;;90;318.66;343.2;31.82;4.8;11.16
;;;;265,355,292,398;2;;90;318.66;343.2;81.4;4.8;11.16
;;;;31,356,58,397;2;;270;306.34;343.2;82.23;4.58;11.16
;;;;61,356,88,397;2;;270;306.34;343.2;57.44;4.58;11.16
;;;;235,366,262,398;2;;90;318.66;344.42;56.61;3.58;11.16
;;;;143,423,160,449;2;;180;308.91;347.78;32.5;2.91;10.83
;;;;163,423,180,449;2;;180;315.75;347.78;32.5;2.91;10.83
;;;;143,451,160,479;2;;180;308.91;347.78;56.67;2.91;11.67
;;;;163,451,180,479;2;;180;315.75;347.78;56.67;2.91;11.67
;;;;143,481,160,509;2;;180;308.91;347.78;81.67;2.91;11.67
;;;;163,481,180,509;2;;180;315.75;347.78;81.67;2.91;11.67
;;;;143,103,161,106;0;;0;309.08;308.22;96.25;3.08;1.25
;;;;164,103,180,106;0;;0;315.92;308.22;96.25;2.74;1.25
;;;;164,165,180,192;0;;0;315.92;308.22;34.58;2.74;11.25
;;;;164,194,180,197;0;;0;315.92;308.22;20.42;2.74;1.25
;;;;164,199,180,217;0;;0;315.92;308.22;10;2.74;7.5
;;;;121,218,123,397;0;;270;306.34;327.78;18.18;20;0.83
;;;;26,219,28,397;0;;270;306.34;327.89;96.69;19.89;0.83
;;;;126,219,140,397;0;;270;306.34;327.89;9.09;19.89;5.79
;;;;183,219,197,398;0;;90;318.66;328;8.26;20;5.79
;;;;200,219,202,398;0;;90;318.66;328;17.36;20;0.83
;;;;295,219,297,398;0;;90;318.66;328;95.87;20;0.83
;;;;143,400,180,416;0;;180;312.33;347.78;9.17;6.33;6.67
;;;;143,418,180,421;0;;180;312.33;347.78;18.75;6.33;1.25
;;;;143,511,160,514;0;;180;308.91;347.78;96.25;2.91;1.25
;;;;163,511,180,514;0;;180;315.75;347.78;96.25;2.91;1.25
