description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;342,225,358,257;2;;270;265.01;286.04;50;5.45;50
;;;;388,225,403,257;2;;90;277.54;286.04;50;5.45;50
;;;;403,225,419,257;2;;270;290.48;286.04;50;5.45;50
;;;;32,248,57,292;2;;270;189.42;295.91;86.6;7.49;8.17
;;;;60,248,87,292;2;;270;189.42;295.91;67.65;7.49;8.82
;;;;90,248,117,292;2;;270;189.42;295.91;48.04;7.49;8.82
;;;;525,248,552,276;2;;90;297.58;293.18;66.99;4.76;8.82
;;;;555,248,580,276;2;;90;297.58;293.18;85.95;4.76;8.17
;;;;465,278,492,320;2;;90;297.58;305.78;27.78;7.15;8.82
;;;;495,278,522,320;2;;90;297.58;305.78;47.39;7.15;8.82
;;;;525,278,552,320;2;;90;297.58;305.78;66.99;7.15;8.82
;;;;555,278,580,320;2;;90;297.58;305.78;85.95;7.15;8.17
;;;;194,289,209,321;2;;90;196.52;307.82;50;5.45;50
;;;;209,289,225,321;2;;270;209.46;307.82;50;5.45;50
;;;;255,289,270,321;2;;90;221.99;307.82;50;5.45;50
;;;;270,289,286,321;2;;270;234.94;307.82;50;5.45;50
;;;;327,289,342,321;2;;90;252.06;307.82;50;5.45;50
;;;;342,289,358,321;2;;270;265.01;307.82;50;5.45;50
;;;;388,289,403,321;2;;90;277.54;307.82;50;5.45;50
;;;;403,289,419,321;2;;270;290.48;307.82;50;5.45;50
;;;;32,294,57,319;2;;270;189.42;308.33;86.6;4.25;8.17
;;;;60,294,87,319;2;;270;189.42;308.33;67.65;4.25;8.82
;;;;90,294,117,319;2;;270;189.42;308.33;48.04;4.25;8.82
;;;;120,294,147,319;2;;270;189.42;308.33;28.43;4.25;8.82
;;;;32,321,57,364;2;;270;189.42;320.58;86.6;7.32;8.17
;;;;60,321,87,364;2;;270;189.42;320.58;67.65;7.32;8.82
;;;;90,321,105,364;2;;270;189.42;320.58;51.96;7.32;4.9
;;;;465,322,492,365;2;;90;297.58;320.92;27.78;7.32;8.82
;;;;495,322,522,365;2;;90;297.58;320.92;47.39;7.32;8.82
;;;;525,322,552,365;2;;90;297.58;320.92;66.99;7.32;8.82
;;;;555,322,580,365;2;;90;297.58;320.92;85.95;7.32;8.17
;;;;194,352,209,384;2;;90;196.52;329.26;50;5.45;50
;;;;209,352,225,384;2;;270;209.46;329.26;50;5.45;50
;;;;255,352,270,384;2;;90;221.99;329.26;50;5.45;50
;;;;270,352,286,384;2;;270;234.94;329.26;50;5.45;50
;;;;327,352,342,384;2;;90;252.06;329.26;50;5.45;50
;;;;342,352,358,384;2;;270;265.01;329.26;50;5.45;50
;;;;388,352,403,384;2;;90;277.54;329.26;50;5.45;50
;;;;403,352,419,384;2;;270;290.48;329.26;50;5.45;50
;;;;32,366,57,394;2;;270;189.42;333.34;86.6;4.76;8.17
;;;;60,366,87,394;2;;270;189.42;333.34;67.65;4.76;8.82
;;;;90,366,117,394;2;;270;189.42;333.34;48.04;4.76;8.82
;;;;120,366,147,394;2;;270;189.42;333.34;28.43;4.76;8.82
;;;;465,367,492,395;2;;90;297.58;333.68;27.78;4.76;8.82
;;;;495,367,522,395;2;;90;297.58;333.68;47.39;4.76;8.82
;;;;525,367,552,395;2;;90;297.58;333.68;66.99;4.76;8.82
;;;;555,367,580,395;2;;90;297.58;333.68;85.95;4.76;8.17
;;;;32,396,57,425;2;;270;189.42;343.72;86.6;4.93;8.17
;;;;60,396,87,425;2;;270;189.42;343.72;67.65;4.93;8.82
;;;;90,396,117,425;2;;270;189.42;343.72;48.04;4.93;8.82
;;;;120,396,147,425;2;;270;189.42;343.72;28.43;4.93;8.82
;;;;465,397,492,426;2;;90;297.58;344.07;27.78;4.93;8.82
;;;;495,397,522,426;2;;90;297.58;344.07;47.39;4.93;8.82
;;;;525,397,552,426;2;;90;297.58;344.07;66.99;4.93;8.82
;;;;555,397,580,426;2;;90;297.58;344.07;85.95;4.93;8.17
;;;;176,454,199,481;2;;180;193.8;348.66;27.96;4.8;8.88
;;;;202,454,238,481;2;;180;207.38;348.66;27.96;7.52;8.88
;;;;241,454,264,481;2;;180;220.95;348.66;27.96;4.8;8.88
;;;;267,454,286,481;2;;180;230.97;348.66;27.96;3.97;8.88
;;;;329,454,348,481;2;;180;256.86;348.66;27.96;3.97;8.88
;;;;351,454,372,481;2;;180;266.47;348.66;27.96;4.39;8.88
;;;;375,454,414,481;2;;180;280.25;348.66;27.96;8.14;8.88
;;;;417,454,436,481;2;;180;293.61;348.66;27.96;3.97;8.88
;;;;176,483,199,510;2;;180;193.8;348.66;47.04;4.8;8.88
;;;;202,483,238,510;2;;180;207.38;348.66;47.04;7.52;8.88
;;;;241,483,264,510;2;;180;220.95;348.66;47.04;4.8;8.88
;;;;267,483,286,540;2;;180;230.97;348.66;56.91;3.97;18.75
;;;;329,483,348,540;2;;180;256.86;348.66;56.91;3.97;18.75
;;;;351,483,372,510;2;;180;266.47;348.66;47.04;4.39;8.88
;;;;375,483,414,510;2;;180;280.25;348.66;47.04;8.14;8.88
;;;;417,483,436,510;2;;180;293.61;348.66;47.04;3.97;8.88
;;;;176,512,199,540;2;;180;193.8;348.66;66.45;4.8;9.21
;;;;202,512,238,540;2;;180;207.38;348.66;66.45;7.52;9.21
;;;;241,512,264,540;2;;180;220.95;348.66;66.45;4.8;9.21
;;;;351,512,372,540;2;;180;266.47;348.66;66.45;4.39;9.21
;;;;375,512,414,540;2;;180;280.25;348.66;66.45;8.14;9.21
;;;;417,512,436,540;2;;180;293.61;348.66;66.45;3.97;9.21
;;;;176,542,238,568;2;;180;201.95;348.66;85.53;12.95;8.55
;;;;241,542,264,568;2;;180;220.95;348.66;85.53;4.8;8.55
;;;;267,542,348,574;2;;180;243.92;348.66;87.5;16.91;10.53
;;;;351,542,372,568;2;;180;266.47;348.66;85.53;4.39;8.55
;;;;375,542,414,568;2;;180;280.25;348.66;85.53;8.14;8.55
;;;;417,542,436,568;2;;180;293.61;348.66;85.53;3.97;8.55
;;;;176,39,273,43;0;;0;209.25;268.34;96.73;20.25;1.31
;;;;339,39,436,43;0;;0;277.33;268.34;96.73;20.25;1.31
;;;;176,161,273,165;0;;0;209.25;268.34;16.99;20.25;1.31
;;;;339,161,436,165;0;;0;277.33;268.34;16.99;20.25;1.31
;;;;176,167,273,186;0;;0;209.25;268.34;8.17;20.25;6.21
;;;;339,167,436,186;0;;0;277.33;268.34;8.17;20.25;6.21
;;;;27,188,29,425;0;;270;189.42;308.33;97.39;40.33;0.65
;;;;150,188,153,246;0;;270;189.42;277.87;16.67;9.87;0.98
;;;;156,188,173,246;0;;270;189.42;277.87;8.17;9.87;5.56
;;;;439,188,478,195;0;;90;297.58;269.19;14.71;1.19;12.75
;;;;481,188,492,216;0;;90;297.58;272.76;33.01;4.76;3.59
;;;;583,188,585,426;0;;90;297.58;308.5;96.73;40.5;0.65
;;;;439,218,492,226;0;;90;297.58;279.57;19.28;1.36;17.32
;;;;439,228,492,236;0;;90;297.58;282.97;19.28;1.36;17.32
;;;;495,228,507,276;0;;90;297.58;289.78;42.48;8.17;3.92
;;;;510,228,522,276;0;;90;297.58;289.78;52.29;8.17;3.92
;;;;120,248,132,260;0;;270;189.42;290.46;33.33;2.04;3.92
;;;;135,248,173,260;0;;270;189.42;290.46;15.03;2.04;12.42
;;;;120,262,132,276;0;;270;189.42;295.57;33.33;2.38;3.92
;;;;439,269,492,276;0;;90;297.58;296.76;19.28;1.19;17.32
;;;;120,278,132,292;0;;270;189.42;301.01;33.33;2.38;3.92
;;;;135,278,173,292;0;;270;189.42;301.01;15.03;2.38;12.42
;;;;439,278,456,426;0;;90;297.58;323.82;7.52;25.18;5.56
;;;;459,278,462,426;0;;90;297.58;323.82;16.01;25.18;0.98
;;;;150,294,153,319;0;;270;189.42;308.33;16.67;4.25;0.98
;;;;156,294,173,319;0;;270;189.42;308.33;8.17;4.25;5.56
;;;;108,321,117,364;0;;270;189.42;320.58;42.16;7.32;2.94
;;;;120,321,147,332;0;;270;189.42;315.14;28.43;1.87;8.82
;;;;150,321,153,332;0;;270;189.42;315.14;16.67;1.87;0.98
;;;;156,321,173,332;0;;270;189.42;315.14;8.17;1.87;5.56
;;;;120,352,147,364;0;;270;189.42;325.86;28.43;2.04;8.82
;;;;150,352,153,364;0;;270;189.42;325.86;16.67;2.04;0.98
;;;;156,352,173,364;0;;270;189.42;325.86;8.17;2.04;5.56
;;;;150,366,153,425;0;;270;189.42;338.62;16.67;10.04;0.98
;;;;156,366,173,425;0;;270;189.42;338.62;8.17;10.04;5.56
;;;;176,427,264,446;0;;180;207.38;348.66;7.57;18.38;6.25
;;;;267,427,286,446;0;;180;230.97;348.66;7.57;3.97;6.25
;;;;329,428,348,446;0;;180;256.86;348.66;7.89;3.97;5.92
;;;;351,428,436,446;0;;180;279.83;348.66;7.89;17.75;5.92
;;;;176,448,264,452;0;;180;207.38;348.66;16.45;18.38;1.32
;;;;267,448,286,452;0;;180;230.97;348.66;16.45;3.97;1.32
;;;;329,448,348,452;0;;180;256.86;348.66;16.45;3.97;1.32
;;;;351,448,436,452;0;;180;279.83;348.66;16.45;17.75;1.32
;;;;176,570,264,574;0;;180;207.38;348.66;96.71;18.38;1.32
;;;;351,570,436,574;0;;180;279.83;348.66;96.71;17.75;1.32
