description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;222,135,286,191;2;;90;308;223.5;65;5.5;32
;;;;131,265,188,293;2;;180;302.41;229;84.62;5.41;13.46
;;;;131,34,136,133;0;;0;297.47;218;49.52;0.47;47.6
;;;;183,34,188,133;0;;0;307.34;218;49.52;0.47;47.6
;;;;33,135,44,191;0;;270;297;223.5;91.58;5.5;5.45
;;;;47,135,56,191;0;;270;297;223.5;78.71;5.5;4.46
;;;;59,135,68,191;0;;270;297;223.5;66.83;5.5;4.46
;;;;71,135,80,191;0;;270;297;223.5;54.95;5.5;4.46
;;;;83,135,92,191;0;;270;297;223.5;43.07;5.5;4.46
;;;;95,135,128,191;0;;270;297;223.5;19.31;5.5;16.34
;;;;191,135,211,191;0;;90;308;223.5;12;5.5;10
;;;;214,135,219,191;0;;90;308;223.5;27.5;5.5;2.5
;;;;159,193,188,213;0;;180;305.06;229;11.54;2.75;9.62
;;;;159,215,188,222;0;;180;305.06;229;26.44;2.75;3.37
;;;;159,224,188,263;0;;180;305.06;229;50.48;2.75;18.75
