description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;180,518,201,536;2;;0;139.43;448.94;85.44;7.09;8.74
;;;;483,518,504,536;2;;0;343.89;448.94;85.44;7.09;8.74
;;;;311,523,325,532;2;;0;225.47;448.94;84.95;4.72;4.37
;;;;359,523,373,532;2;;0;257.86;448.94;84.95;4.72;4.37
;;;;311,533,323,549;2;;0;224.79;448.94;71.84;4.05;7.77
;;;;361,533,373,549;2;;0;258.53;448.94;71.84;4.05;7.77
;;;;180,537,201,555;2;;0;139.43;448.94;66.99;7.09;8.74
;;;;483,537,504,555;2;;0;343.89;448.94;66.99;7.09;8.74
;;;;311,550,323,565;2;;0;224.79;448.94;55.83;4.05;7.28
;;;;361,550,373,565;2;;0;258.53;448.94;55.83;4.05;7.28
;;;;180,556,201,574;2;;0;139.43;448.94;48.54;7.09;8.74
;;;;483,556,504,574;2;;0;343.89;448.94;48.54;7.09;8.74
;;;;225,558,238,578;2;;0;167.1;448.94;45.63;4.39;9.71
;;;;264,558,277,578;2;;0;193.42;448.94;45.63;4.39;9.71
;;;;407,558,420,578;2;;0;289.91;448.94;45.63;4.39;9.71
;;;;446,558,459,578;2;;0;316.22;448.94;45.63;4.39;9.71
;;;;311,566,323,582;2;;0;224.79;448.94;39.81;4.05;7.77
;;;;361,566,373,582;2;;0;258.53;448.94;39.81;4.05;7.77
;;;;203,573,223,603;2;;0;154.62;448.94;26.21;6.75;14.56
;;;;240,573,262,603;2;;0;180.26;448.94;26.21;7.42;14.56
;;;;279,573,302,603;2;;0;206.91;448.94;26.21;7.76;14.56
;;;;382,573,405,603;2;;0;276.41;448.94;26.21;7.76;14.56
;;;;422,573,444,603;2;;0;303.07;448.94;26.21;7.42;14.56
;;;;461,573,481,603;2;;0;328.71;448.94;26.21;6.75;14.56
;;;;180,575,201,603;2;;0;139.43;448.94;25.24;7.09;13.59
;;;;483,575,504,603;2;;0;343.89;448.94;25.24;7.09;13.59
;;;;311,583,323,599;2;;0;224.79;448.94;23.3;4.05;7.77
;;;;361,583,373,599;2;;0;258.53;448.94;23.3;4.05;7.77
;;;;311,513,326,522;0;;0;225.81;448.94;94.66;5.06;4.37
;;;;358,513,373,522;0;;0;257.52;448.94;94.66;5.06;4.37
;;;;180,514,201,517;0;;0;139.43;448.94;96.6;7.09;1.46
;;;;483,514,504,517;0;;0;343.89;448.94;96.6;7.09;1.46
;;;;223,517,240,557;0;;0;167.1;448.94;75.73;5.74;19.42
;;;;444,517,461,557;0;;0;316.22;448.94;75.73;5.74;19.42
;;;;262,520,280,557;0;;0;193.75;448.94;74.27;6.07;17.96
;;;;300,520,309,565;0;;0;216.36;448.94;70.39;3.04;21.84
;;;;375,520,384,565;0;;0;266.97;448.94;70.39;3.04;21.84
;;;;404,520,422,557;0;;0;289.57;448.94;74.27;6.07;17.96
;;;;203,566,223,572;0;;0;154.62;448.94;44.66;6.75;2.91
;;;;240,566,262,572;0;;0;180.26;448.94;44.66;7.42;2.91
;;;;279,566,302,572;0;;0;206.91;448.94;44.66;7.76;2.91
;;;;382,566,405,572;0;;0;276.41;448.94;44.66;7.76;2.91
;;;;422,566,444,572;0;;0;303.07;448.94;44.66;7.42;2.91
;;;;461,566,481,572;0;;0;328.71;448.94;44.66;6.75;2.91
;;;;225,579,238,613;0;;0;167.1;448.94;18.45;4.39;16.5
;;;;264,579,277,613;0;;0;193.42;448.94;18.45;4.39;16.5
;;;;304,579,309,599;0;;0;217.71;448.94;25.24;1.69;9.71
;;;;375,579,380,599;0;;0;265.62;448.94;25.24;1.69;9.71
;;;;407,579,420,613;0;;0;289.91;448.94;18.45;4.39;16.5
;;;;446,579,459,613;0;;0;316.22;448.94;18.45;4.39;16.5
;;;;304,600,309,603;0;;0;217.71;448.94;13.11;1.69;1.46
;;;;311,600,323,603;0;;0;224.79;448.94;13.11;4.05;1.46
;;;;361,600,373,603;0;;0;258.53;448.94;13.11;4.05;1.46
;;;;375,600,380,603;0;;0;265.62;448.94;13.11;1.69;1.46
;;;;180,604,201,613;0;;0;139.43;448.94;6.31;7.09;4.37
;;;;203,604,223,613;0;;0;154.62;448.94;6.31;6.75;4.37
;;;;240,604,262,613;0;;0;180.26;448.94;6.31;7.42;4.37
;;;;279,604,302,613;0;;0;206.91;448.94;6.31;7.76;4.37
;;;;304,604,323,613;0;;0;222.43;448.94;6.31;6.41;4.37
;;;;361,604,380,613;0;;0;260.89;448.94;6.31;6.41;4.37
;;;;382,604,405,613;0;;0;276.41;448.94;6.31;7.76;4.37
;;;;422,604,444,613;0;;0;303.07;448.94;6.31;7.42;4.37
;;;;461,604,481,613;0;;0;328.71;448.94;6.31;6.75;4.37
;;;;483,604,504,613;0;;0;343.89;448.94;6.31;7.09;4.37
