description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;640,180,655,223;2;;270;344.14;394;87.5;5;9.87
;;;;675,184,698,193;2;;270;344.14;390.98;36.18;1.05;15.13
;;;;706,199,738,205;2;;180;341.14;395.51;51.22;2.14;43.9
;;;;675,210,698,219;2;;270;344.14;397.02;36.18;1.05;15.13
;;;;657,184,665,219;0;;270;344.14;394;69.74;4.07;5.26
;;;;667,184,673,219;0;;270;344.14;394;57.89;4.07;3.95
;;;;700,184,703,193;0;;270;344.14;390.98;16.45;1.05;1.97
;;;;705,184,711,193;0;;270;344.14;390.98;7.89;1.05;3.95
;;;;700,210,703,219;0;;270;344.14;397.02;16.45;1.05;1.97
;;;;705,210,711,219;0;;270;344.14;397.02;7.89;1.05;3.95
