description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;242,576,262,595;2;;270;231.5;356.56;70.27;10.56;9.01
;;;;264,609,351,624;2;;0;242.75;366;84.27;21.75;5.24
;;;;264,626,283,646;2;;0;225.75;366;70.63;4.75;6.99
;;;;332,626,351,646;2;;0;259.75;366;70.63;4.75;6.99
;;;;264,648,283,669;2;;0;225.75;366;54.9;4.75;7.34
;;;;332,648,351,669;2;;0;259.75;366;54.9;4.75;7.34
;;;;264,671,283,691;2;;0;225.75;366;39.16;4.75;6.99
;;;;332,671,351,691;2;;0;259.75;366;39.16;4.75;6.99
;;;;264,693,283,711;2;;0;225.75;366;24.48;4.75;6.29
;;;;332,693,351,711;2;;0;259.75;366;24.48;4.75;6.29
;;;;177,576,239,595;0;;270;231.5;356.56;30.63;10.56;27.93
;;;;264,597,351,607;0;;0;242.75;366;94.41;21.75;3.5
;;;;264,713,283,716;0;;0;225.75;366;15.73;4.75;1.05
;;;;332,713,351,716;0;;0;259.75;366;15.73;4.75;1.05
;;;;264,718,283,734;0;;0;225.75;366;7.69;4.75;5.59
;;;;332,718,351,734;0;;0;259.75;366;7.69;4.75;5.59
