description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;173,15,287,45;2;;0;274.39;71;81.9;12.39;12.93
;;;;173,46,287,75;2;;0;274.39;71;55.6;12.39;12.5
;;;;173,76,287,104;2;;0;274.39;71;30.17;12.39;12.07
;;;;61,125,90,240;2;;270;262;82;82.63;11;12.29
;;;;92,125,120,240;2;;270;262;82;56.78;11;11.86
;;;;122,125,149,240;2;;270;262;82;31.78;11;11.44
;;;;312,125,342,159;2;;90;287;74.25;30.23;3.25;11.63
;;;;344,125,377,181;2;;90;287;76.36;56.2;5.36;12.79
;;;;379,125,409,181;2;;90;287;76.36;82.17;5.36;11.63
;;;;344,182,377,240;2;;90;287;87.45;56.2;5.55;12.79
;;;;379,182,409,240;2;;90;287;87.45;82.17;5.55;11.63
;;;;312,205,342,240;2;;90;287;89.65;30.23;3.35;11.63
;;;;173,264,193,307;2;;180;264.17;93;35.55;2.17;16.8
;;;;254,264,287,307;2;;180;283.2;93;35.55;3.59;16.8
;;;;173,308,193,340;2;;180;264.17;93;65.63;2.17;12.5
;;;;254,308,287,340;2;;180;283.2;93;65.63;3.59;12.5
;;;;173,341,222,362;2;;180;267.33;93;87.11;5.33;8.2
;;;;224,341,287,362;2;;180;279.93;93;87.11;6.85;8.2
;;;;173,11,287,14;0;;0;274.39;71;96.98;12.39;1.29
;;;;173,105,287,108;0;;0;274.39;71;15.95;12.39;1.29
;;;;173,109,287,124;0;;0;274.39;71;7.33;12.39;6.47
;;;;57,125,59,240;0;;270;262;82;97.46;11;0.85
;;;;151,125,153,240;0;;270;262;82;17.8;11;0.85
;;;;155,125,171,240;0;;270;262;82;8.47;11;6.78
;;;;289,125,305,159;0;;90;287;74.25;6.98;3.25;6.2
;;;;307,125,310,159;0;;90;287;74.25;15.89;3.25;1.16
;;;;411,125,414,240;0;;90;287;82;96.51;11;1.16
;;;;289,205,305,240;0;;90;287;89.65;6.98;3.35;6.2
;;;;307,205,310,240;0;;90;287;89.65;15.89;3.35;1.16
;;;;173,241,193,258;0;;180;264.17;93;7.42;2.17;6.64
;;;;254,241,287,258;0;;180;283.2;93;7.42;3.59;6.64
;;;;173,259,193,263;0;;180;264.17;93;16.41;2.17;1.56
;;;;254,259,287,263;0;;180;283.2;93;16.41;3.59;1.56
;;;;173,363,287,367;0;;180;274.39;93;97.66;12.39;1.56
;;;;181,398,280,402;0;;0;271.5;102;96.88;7.07;1.56
;;;;181,403,280,418;0;;0;271.5;102;88.67;7.07;5.86
;;;;181,419,280,446;0;;0;271.5;102;71.48;7.07;10.55
;;;;181,446,191,523;0;;0;265.14;102;30.86;0.71;30.08
;;;;193,446,201,523;0;;0;266.71;102;30.86;0.57;30.08
;;;;260,446,269,523;0;;0;276.36;102;30.86;0.64;30.08
;;;;271,446,280,523;0;;0;277.93;102;30.86;0.64;30.08
