description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;25,666,61,690;0;;270;122;257.35;82.3;5.78;15.93
;;;;63,666,97,690;0;;270;122;257.35;49.56;5.78;15.04
;;;;99,666,134,690;0;;270;122;257.35;17.26;5.78;15.49
;;;;404,691,435,697;0;;90;362;265.05;14.6;1.44;13.72
;;;;437,691,447,727;0;;90;362;272.27;34.51;8.66;4.42
;;;;404,721,435,727;0;;90;362;279.49;14.6;1.44;13.72
;;;;25,740,61,764;0;;270;122;292.97;82.3;5.78;15.93
;;;;63,740,97,764;0;;270;122;292.97;49.56;5.78;15.04
;;;;99,740,134,764;0;;270;122;292.97;17.26;5.78;15.49
;;;;25,813,61,837;0;;270;122;328.11;82.3;5.78;15.93
;;;;63,813,97,837;0;;270;122;328.11;49.56;5.78;15.04
;;;;99,813,134,837;0;;270;122;328.11;17.26;5.78;15.49
;;;;25,889,61,913;0;;270;122;364.69;82.3;5.78;15.93
;;;;63,889,97,913;0;;270;122;364.69;49.56;5.78;15.04
;;;;99,889,134,913;0;;270;122;364.69;17.26;5.78;15.49
;;;;404,901,439,926;0;;90;362;370.71;16.37;6.02;15.49
;;;;99,1062,106,1097;0;;270;122;450.61;29.65;8.42;3.1
;;;;108,1062,134,1067;0;;270;122;443.39;13.27;1.2;11.5
;;;;404,1062,430,1067;0;;90;362;443.39;12.39;1.2;11.5
;;;;432,1062,439,1097;0;;90;362;450.61;28.76;8.42;3.1
;;;;108,1092,134,1097;0;;270;122;457.83;13.27;1.2;11.5
;;;;404,1092,430,1097;0;;90;362;457.83;12.39;1.2;11.5
