description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;374,133,391,210;2;;270;323.36;290.66;89.15;6.34;8.02
;;;;394,133,411,154;2;;270;323.36;286.06;70.28;1.73;8.02
;;;;414,133,431,154;2;;270;323.36;286.06;51.42;1.73;8.02
;;;;434,133,449,154;2;;270;323.36;286.06;33.49;1.73;7.08
;;;;394,189,411,210;2;;270;323.36;295.27;70.28;1.73;8.02
;;;;414,189,431,210;2;;270;323.36;295.27;51.42;1.73;8.02
;;;;434,189,449,210;2;;270;323.36;295.27;33.49;1.73;7.08
;;;;452,172,482,182;2;;180;320.82;296.84;48.84;2.55;17.44
;;;;452,133,455,154;0;;270;323.36;286.06;22.17;1.73;1.42
;;;;458,133,473,142;0;;270;323.36;285.07;10.85;0.74;7.08
;;;;458,144,473,154;0;;270;323.36;286.96;10.85;0.82;7.08
;;;;452,189,455,210;0;;270;323.36;295.27;22.17;1.73;1.42
;;;;458,189,473,198;0;;270;323.36;294.28;10.85;0.74;7.08
;;;;458,200,473,210;0;;270;323.36;296.18;10.85;0.82;7.08
