description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;433,130,467,147;2;;270;208.57;194.8;44.79;2.8;17.71
;;;;433,192,467,209;2;;270;208.57;215.2;44.79;2.8;17.71
;;;;399,130,406,209;0;;270;208.57;205;94.27;13;3.65
;;;;408,130,431,209;0;;270;208.57;205;76.56;13;11.98
;;;;469,130,472,147;0;;270;208.57;194.8;23.44;2.8;1.56
;;;;474,130,491,147;0;;270;208.57;194.8;10.94;2.8;8.85
;;;;469,192,472,209;0;;270;208.57;215.2;23.44;2.8;1.56
;;;;474,192,491,209;0;;270;208.57;215.2;10.94;2.8;8.85
