description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;84,118,103,141;2;;90;114.9;657.97;30.56;0.97;7.54
;;;;105,118,125,141;2;;90;114.9;657.97;47.62;0.97;7.94
;;;;127,118,147,141;2;;90;114.9;657.97;65.08;0.97;7.94
;;;;149,118,169,214;2;;90;114.9;661.04;82.54;4.04;7.94
;;;;191,118,207,213;2;;270;122.1;661;92.59;4;5.93
;;;;209,118,229,213;2;;270;122.1;661;77.78;4;7.41
;;;;231,118,251,141;2;;270;122.1;657.97;61.48;0.97;7.41
;;;;253,118,273,141;2;;270;122.1;657.97;45.19;0.97;7.41
;;;;275,118,294,141;2;;270;122.1;657.97;29.26;0.97;7.04
;;;;231,190,251,213;2;;270;122.1;664.03;61.48;0.97;7.41
;;;;253,190,273,213;2;;270;122.1;664.03;45.19;0.97;7.41
;;;;275,190,294,213;2;;270;122.1;664.03;29.26;0.97;7.04
;;;;84,191,103,214;2;;90;114.9;664.12;30.56;0.97;7.54
;;;;105,191,125,214;2;;90;114.9;664.12;47.62;0.97;7.94
;;;;127,191,147,214;2;;90;114.9;664.12;65.08;0.97;7.94
;;;;57,118,77,141;0;;90;114.9;657.97;9.52;0.97;7.94
;;;;79,118,82,141;0;;90;114.9;657.97;20.24;0.97;1.19
;;;;171,118,178,214;0;;90;114.9;661.04;94.84;4.04;2.78
;;;;296,118,299,141;0;;270;122.1;657.97;19.63;0.97;1.11
;;;;301,118,321,141;0;;270;122.1;657.97;9.63;0.97;7.41
;;;;296,190,299,213;0;;270;122.1;664.03;19.63;0.97;1.11
;;;;301,190,321,213;0;;270;122.1;664.03;9.63;0.97;7.41
;;;;57,191,77,214;0;;90;114.9;664.12;9.52;0.97;7.94
;;;;79,191,82,214;0;;90;114.9;664.12;20.24;0.97;1.19
