description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;125,499,149,510;2;;270;151;444.5;52.97;6.5;5.45
;;;;125,542,135,549;0;;270;151;440.71;5.45;2.71;3.47
;;;;125,524,135,541;0;;270;151;440.71;20.3;2.71;9.41
;;;;125,512,133,523;0;;270;151;439.63;37.62;1.63;5.94
;;;;125,487,149,498;0;;270;151;444.5;66.83;6.5;5.45
;;;;125,481,149,486;0;;270;151;444.5;77.23;6.5;1.98
;;;;125,470,149,480;0;;270;151;444.5;87.13;6.5;4.95
;;;;125,465,149,469;0;;270;151;444.5;96.04;6.5;1.98
;;;;141,542,149,549;0;;270;151;448.83;5.45;2.17;3.47
;;;;141,511,149,541;0;;270;151;448.83;27.72;2.17;16.83
