description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;153,463,173,485;2;;0;233.12;192;76.92;2.96;10.58
;;;;229,463,249,485;2;;0;255.58;192;76.92;2.96;10.58
;;;;153,486,173,509;2;;0;233.12;192;54.33;2.96;11.06
;;;;229,486,249,509;2;;0;255.58;192;54.33;2.96;11.06
;;;;124,501,151,531;2;;0;225.58;192;36.54;3.99;14.42
;;;;251,501,278,531;2;;0;263.12;192;36.54;3.99;14.42
;;;;153,510,173,531;2;;0;233.12;192;32.21;2.96;10.1
;;;;229,510,249,531;2;;0;255.58;192;32.21;2.96;10.1
;;;;124,451,151,500;0;;0;225.58;192;75.48;3.99;23.56
;;;;153,451,173,462;0;;0;233.12;192;93.75;2.96;5.29
;;;;175,451,227,462;0;;0;244.35;192;93.75;7.69;5.29
;;;;229,451,249,462;0;;0;255.58;192;93.75;2.96;5.29
;;;;251,451,278,500;0;;0;263.12;192;75.48;3.99;23.56
;;;;124,532,151,535;0;;0;225.58;192;19.71;3.99;1.44
;;;;153,532,173,535;0;;0;233.12;192;19.71;2.96;1.44
;;;;229,532,249,535;0;;0;255.58;192;19.71;2.96;1.44
;;;;251,532,278,535;0;;0;263.12;192;19.71;3.99;1.44
;;;;124,536,151,552;0;;0;225.58;192;9.62;3.99;7.69
;;;;153,536,173,552;0;;0;233.12;192;9.62;2.96;7.69
;;;;229,536,249,552;0;;0;255.58;192;9.62;2.96;7.69
;;;;251,536,278,552;0;;0;263.12;192;9.62;3.99;7.69
