description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;536,499,560,510;2;;90;331.37;444.72;52.94;6.72;5.88
;;;;536,465,560,469;0;;90;331.37;444.72;95.59;6.72;1.47
;;;;536,470,560,480;0;;90;331.37;444.72;86.76;6.72;5.39
;;;;536,481,560,486;0;;90;331.37;444.72;76.96;6.72;2.45
;;;;536,487,560,498;0;;90;331.37;444.72;66.67;6.72;5.88
;;;;551,512,560,523;0;;90;331.37;439.68;38.24;1.68;5.88
;;;;550,524,560,541;0;;90;331.37;440.8;21.08;2.8;9.31
;;;;550,542,560,549;0;;90;331.37;440.8;6.37;2.8;3.43
;;;;536,511,544,541;0;;90;331.37;449.2;28.43;2.24;16.67
;;;;536,542,544,549;0;;90;331.37;449.2;5.88;2.24;2.94
