description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;134,22,249,52;2;;0;186.89;131.3;82.35;12.89;12.61
;;;;134,53,249,82;2;;0;186.89;131.3;56.72;12.89;12.18
;;;;134,83,249,111;2;;0;186.89;131.3;31.93;12.89;11.76
;;;;22,134,49,172;2;;270;174.22;136.7;82.92;5.7;11.25
;;;;51,134,79,172;2;;270;174.22;136.7;58.33;5.7;11.67
;;;;81,134,108,172;2;;270;174.22;136.7;33.75;5.7;11.25
;;;;275,134,304,159;2;;90;199.78;134.75;34.03;3.75;12.18
;;;;306,134,339,159;2;;90;199.78;134.75;61.76;3.75;13.87
;;;;341,134,361,173;2;;90;199.78;136.85;85.71;5.85;8.4
;;;;22,173,49,214;2;;270;174.22;148.85;82.92;6.15;11.25
;;;;51,173,79,214;2;;270;174.22;148.85;58.33;6.15;11.67
;;;;81,173,108,214;2;;270;174.22;148.85;33.75;6.15;11.25
;;;;341,175,361,214;2;;90;199.78;149.15;85.71;5.85;8.4
;;;;275,189,304,214;2;;90;199.78;151.25;34.03;3.75;12.18
;;;;306,189,339,214;2;;90;199.78;151.25;61.76;3.75;13.87
;;;;134,237,249,265;2;;180;186.89;154.7;31.93;12.89;11.76
;;;;134,266,249,295;2;;180;186.89;154.7;56.72;12.89;12.18
;;;;134,296,249,326;2;;180;186.89;154.7;82.35;12.89;12.61
;;;;134,18,249,21;0;;0;186.89;131.3;97.06;12.89;1.26
;;;;134,112,249,115;0;;0;186.89;131.3;18.07;12.89;1.26
;;;;134,116,249,133;0;;0;186.89;131.3;8.82;12.89;7.14
;;;;17,134,20,214;0;;270;174.22;143;97.08;12;1.25
;;;;110,134,112,214;0;;270;174.22;143;20;12;0.83
;;;;114,134,132,214;0;;270;174.22;143;10;12;7.5
;;;;251,134,269,159;0;;90;199.78;134.75;9.24;3.75;7.56
;;;;271,134,273,159;0;;90;199.78;134.75;19.33;3.75;0.84
;;;;363,134,365,214;0;;90;199.78;143;96.64;12;0.84
;;;;251,189,269,214;0;;90;199.78;151.25;9.24;3.75;7.56
;;;;271,189,273,214;0;;90;199.78;151.25;19.33;3.75;0.84
;;;;134,215,249,232;0;;180;186.89;154.7;8.82;12.89;7.14
;;;;134,233,249,236;0;;180;186.89;154.7;18.07;12.89;1.26
;;;;134,327,249,330;0;;180;186.89;154.7;97.06;12.89;1.26
