description;volume;page;plate;polygon;areacolor;link;angleOfView;coord-x;coord-y;height-percent;extent-width;extent-height-percent
;;;;376,134,379,213;0;;270;208;110.84;96.76;12.84;1.39
;;;;381,134,394,213;0;;270;208;110.84;87.5;12.84;6.02
;;;;396,134,419,213;0;;270;208;110.84;68.98;12.84;10.65
;;;;421,134,479,143;0;;270;208;99.46;29.63;1.46;26.85
;;;;421,144,479,151;0;;270;208;102.39;29.63;1.14;26.85
;;;;421,196,479,203;0;;270;208;119.29;29.63;1.14;26.85
;;;;421,204,479,213;0;;270;208;122.21;29.63;1.46;26.85
